x_signal_1,x_signal_2,x_protective_1,x_behavior_1,x_behavior_2,x_noise_base,corr_1,corr_2,corr_3,corr_4,corr_5,corr_6,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13,noise_14,noise_15,noise_16,noise_17,noise_18,noise_19,noise_20,true_probability,y
0.07209797973233553,0.07647099211603248,0.30558019190248,0.2911193000251854,-0.3942700523940542,0.005531138629270573,0.5471369896870388,0.017494339992301225,0.2681048803649576,0.05968375395106137,0.31137412834501993,-0.04175181847511916,-1.5515900024975802,0.02665150200081768,-0.010025851986780639,-0.5964134084109316,-0.6675867008461763,1.19973738564273,1.4680465286160624,-0.143026269782909,-1.2197527530405574,2.883283555780828,2.28953724484655,0.6362648914316762,0.04092265065579615,-0.2099209948637558,-0.11908383760119232,0.39078529027585124,0.7537790805287139,-0.7984686791721995,0.4045176882347607,-0.3909716008034942,0.5425644408928841,1
-0.913777019060601,-1.214370223957122,0.8937987459354568,2.095141071795881,0.8910784536190114,-0.8242992082176034,-0.7091175816750459,-0.9679785087559328,-0.6450523001649138,-0.5323946247493351,-0.3375354707434305,-0.9930152748915475,-0.21929996025069107,-0.5555671964265207,-0.41183950824813503,1.3638865743540574,-0.4681531726468855,0.7395891364218043,-0.05982268122831417,-1.6176451708508919,1.4387332500289147,-2.5041899196462913,-0.9433002368286546,1.5795941688675235,-0.12712870831908774,-0.5545702490828831,-0.1306110812312659,0.8120197407652732,1.3035782036029033,0.9716330097430793,-0.4156738117376999,-0.4696373643153294,0.08986007482572383,1
0.2637112953151176,1.0932889384636995,0.7523837327126781,-2.8365471862591733,-2.3836004969228575,0.37607353169579993,0.11819951070092469,0.16220712661969777,0.36634732455015234,0.021547243768864438,0.0738752075518927,1.1250673429765357,1.7923918784038924,-0.5178459011425355,0.789294377944037,-0.0017446574202015417,0.3057152697228355,-1.6922416015284223,-1.2136163674392415,0.6490618805588924,0.7703174571545773,0.23314699633545147,-1.409047731094599,-0.6687912001471484,0.6828154383005985,0.37499515360771546,2.5053119636784147,0.5188995089994819,0.1735565456780371,0.7287913848387821,0.721993348685818,-0.6083641757329005,0.2423938908329667,0
1.4441116352169447,1.021177548292104,1.1408127893613809,-0.9133703669116825,-1.070068230654355,-1.8082375550040173,1.685174422741296,1.6789571138825,1.3173618583399247,0.8642144298016577,0.7858354902906411,1.1009159266430464,0.1314159981957143,-0.563227076945396,-0.7942043815996842,-0.8559124461919132,-1.5413776024637658,0.4586752554239115,0.39210349732174843,1.3979702415840396,1.798311422930518,0.27162292087889706,1.688304825323471,-0.545453156528892,-0.4510308135457962,1.2860846842143108,-0.33759347044813187,-0.13898782617284264,1.9798030556016668,-1.4109834375738992,1.0950296864122153,0.27650006823869727,0.6263973401798375,1
-2.001444869672973,-1.4466322288681552,-0.0019184000090541567,-0.8948322345488167,-1.1121163292316516,-2.1270975436158617,-1.8707866168029146,-1.655628420777743,-1.9271507827707919,-1.8928988108503082,-1.6614909035666148,-2.421903468871424,-0.5646464662118963,-0.4738031774076939,1.0849845350839589,-0.22964024379783995,0.22109904676821454,-0.1790909608673681,-0.17765472951961592,-1.2414519625523257,2.1668474555039157,-0.22808904248720263,1.321255599836956,-0.20886676587261033,-0.231710216453519,-1.5392106175145166,0.9902269920616542,0.8332963554301374,-1.320970655908891,0.2522666446600327,-0.2628652144820228,2.2262279829742355,0.005328560867308354,0
-1.2006653680930808,-0.6703285834331127,0.3034669008166697,1.7836189534403835,0.8967713257577419,1.372387434143576,-1.054094954118161,-1.2038650022013655,-1.2761914648836177,-1.4960064779310756,-1.1733293416183743,-1.5605784225714232,-1.7580706600036133,-1.2644453442892645,1.082841997413703,1.231928324207872,-0.7557114591813673,0.03710813602806655,-0.15015703749131398,-0.6714637605324103,-1.2869403067827607,-0.20451926106743099,-0.18234879775628526,0.2912159213168894,0.6194129389547033,-1.3477759816305928,1.8116571865359512,1.1118560895246137,0.684807520446975,-0.7150767895851483,-1.027603157722529,1.3317651703373652,0.22076525421692245,1
0.9418633303258751,1.0930915795757457,0.5115137019191913,-0.37652387352249195,0.6822193367864781,0.9038001294014344,0.7502538352137622,0.8326404838536556,1.1572543237160886,0.8514920207572544,0.8109681976258045,1.075467784101918,1.380305727730805,-0.25872954256520014,1.2572789011344085,-0.4251421359837722,0.8554725924551485,0.24894301426065893,0.4753228728787888,-0.8823693211221685,-1.2843337441271854,0.09140977316148323,0.38133231512452653,0.09701776762285522,-0.7735783670886788,1.4866200392743552,0.6706140857884296,-0.5541944340199974,-1.020221358463,-0.7414377928001679,-1.4570306026115392,1.9419194692885138,0.6647371933475603,1
0.21451144286270907,-0.8670353398605992,0.1416566973910257,1.3545499695273457,0.7878922361160534,-1.0492968359138075,0.523458666065106,0.18683136473293946,0.37661332379081974,-0.00985777379581479,0.3487900701811215,0.5939961060813771,-0.07008380102765632,-0.3592066916521446,0.37662298467949346,0.9495577990448316,0.5466633268499089,1.1987290052766018,0.6910374027783259,-0.45390527193833696,-2.8631999125690673,-0.25200327546453133,0.40656911910201393,0.6043079879670906,-0.5740426834093202,0.7330668744518097,-0.6738160712813385,-0.0017991270465755513,1.0585419084637493,1.8695146613125098,0.9256884324602483,-0.5676913090340407,0.46133031495783877,1
-0.124099124954759,-0.2727127871856333,-0.3971943099170739,-0.8255542185934983,-0.5993364032860042,-0.002999643470539514,-0.13268615372045917,-0.28063940788211633,-0.27808222698738494,-0.6197997730154754,-0.2394790928104507,-0.3162283698711392,-1.7567338533628292,-0.7577967064033425,-0.4864963825977661,-0.6253457927715216,0.41454835697503,0.9777929635460209,0.03550216547330453,0.412423158198868,0.9183621370297562,0.2219797288210042,0.1367124287435586,-1.1251865422151421,0.19332663976096162,-0.2593805613484587,-1.284487585986946,-1.768692805220901,0.6128608557410278,0.124271388451788,-1.1365664917078266,1.6746882374711909,0.36377437799202916,0
-1.0606709922782058,-0.9407486178986264,-0.3324425343397702,-1.1350998891850133,-1.636694083729233,1.0195070602013239,-0.9247070729024834,-1.1238125409540334,-0.945044268676833,-0.5032373551267393,-1.0298824450266133,-0.5709189921597462,-0.924265682071542,0.15504625630497473,0.10918772630536258,-0.7656636967773063,-1.606958648554557,-0.7497427406872955,-0.06068031670928348,-0.44306912210115895,0.656482687487599,-0.487610705816899,-1.296479538470473,0.3968536892965491,1.3384857033495736,1.7070827619264102,0.7454202827142047,0.5835980475312131,1.8013558167627286,-0.2175384885139468,0.3720242412023667,0.22727581636916705,0.15117253274127657,0
0.7654572208309924,0.4497014107994618,-0.8175583983299655,0.705858791787159,1.1624631139650887,0.41920060829060546,0.9296679293529825,0.9112267832197701,0.6168838764314901,0.5491454533404945,0.660878034005649,0.9113884987006565,-1.2775380173581303,0.2398894801181584,0.38006889507920627,0.6595974105942919,-0.10339539517381979,-0.05861196768966943,2.0635414904733906,0.652530172699025,0.09777900012584652,2.022392818747079,-2.4819671826662524,-0.742215380225654,0.8084697372233473,-1.3650288863899045,1.6450252236564493,1.2231175762642705,0.4997085907082238,0.0849512252956204,0.777407068442516,0.9863634917197626,0.907390390037575,1
