x1,x2,x3,x4,x5,x6,x7,x8,y
0.30471707975443135,0.47745210117084985,0.6609751997989438,0.3896917053200022,-1.322541133291679,-0.5662949155810063,-0.0397062823469779,0.2566587307122617,-1.270280218199165
-1.0399841062404955,-1.1933702467321092,-2.137722101216556,0.10255318372626686,-0.4861941306990469,-0.624603408215179,0.4424546049697111,-1.7144858954961215,-0.9035794311450742
0.7504511958064572,0.836833997176276,1.6283471133070384,-0.1474424899181674,0.42022670947458574,1.3251467288748389,-0.3044267628566672,-0.7138194972187111,3.181376979962866
0.9405647163912139,0.9077121940789245,1.8183706791387357,1.5882761071492624,-0.10239670661109637,0.33028994561659186,-0.4096489283680019,0.7718742923698284,0.509543766651432
-1.9510351886538364,-1.9571676232367212,-3.9657319056178966,-0.6222074452947179,-0.6505636204055921,-0.21173380254439425,0.09235403825445808,-0.279676831132893,-2.1468006785018727
-1.302179506862318,-1.407469357932713,-2.550245852644183,2.0602981705240784,-0.674212461724509,0.4987194410697233,-1.9209159258951816,-0.5120614193191271,-1.5673082691056495
0.12784040316728537,0.0943947859316977,0.33197345456826444,-0.2254314492280993,-0.7123370644127087,-2.107192347329688,0.4770351272264581,1.4008818603129667,-4.06248503752968
-0.3162425923435822,-0.18623813287368635,-0.587675248293544,-1.2770164449702281,-0.8795096286589426,-0.043133589640907445,-0.0005630971229588082,-1.0472871463838105,-0.4935892062873612
-0.016801157504288795,0.04146436669448191,-0.2021620467470584,0.0699195809948253,2.2816328772760617,1.9975141778047627,0.039693526597561826,-0.7981533577548339,2.0389499985689845
-0.85304392757358,-0.6798127670325856,-1.6522844111543349,-1.0762452003187681,0.2975110711855549,0.13234650640267256,0.960734307594464,0.21138647504826755,-0.5453039709250038
0.8793979748628286,0.997139163760598,1.6553651445582171,-0.7517558478135002,0.8867590544047386,0.0679131691693355,-1.9528155300482481,0.39045493205388226,0.057964690196666835
0.7777919354289483,0.821700603321906,1.579111482016723,0.39703330001549114,-0.4890774681189237,0.5481283796421961,-1.9738338698589637,0.4963430343407315,3.0796380986913103
0.06603069756121605,0.24042415017799526,-0.010312048417473935,0.5555820886501248,-0.18595667718604886,0.8956052433143455,0.27380384532351953,0.9112380445689469,0.66778428952097
1.1272412069680329,1.1711405228418628,2.299114628690372,-0.6221677002542582,-0.713553981370355,-1.9974666928898597,-0.007116855128515773,0.19857862068151685,-4.896079037727624
0.4675093422520456,0.5503081599317515,0.8543587940733539,0.9874051450464006,-2.651708334919202,-1.6823264817910268,0.17017694319193222,0.48938393893840915,-1.7354106419692976
-0.8592924628832382,-0.8889495582367091,-1.8468483907925286,1.157507758021134,-1.3780092768478662,0.21029129108614655,-0.46212707517244556,-0.2592092593150832,1.5597407952165354
0.36875078408249884,0.3754053656684193,0.8088835818132376,1.436301756563291,-1.8106186799803947,-0.7148765618975097,0.6643536742399312,0.06269830323671424,-2.123142825397011
-0.9588826008289989,-1.0286249831590266,-1.8936007494903226,0.5294134071257222,-2.2497837779516074,1.3120252622199142,0.93263884299112,0.10753418005363442,1.3595809233860265
0.8784503013072725,0.9774086947667578,1.6955029224752554,1.3634287120856987,-1.1953589742981028,-0.3151743898852239,0.48398229395152703,0.21509813581903608,0.6963447179043083
-0.049925910986252896,-0.16775627329773946,0.04526606292960063,-1.8807984279740577,1.3249556793816308,-1.9345307357131178,-0.26082845840458313,0.7725398075827608,-6.688105537136115
-0.18486236354526056,-0.10662732930349442,-0.41378996924749534,-0.31790654862846257,-0.04443616770435442,-1.268013916843997,-2.107689387614403,0.555145681944831,-4.284169664289583
