x1,x2,x3,x4,y
43.708610696262625,9.640574097616968,Low,35.12344095993353,146.4931430806751
95.56428757689245,45.6148808005805,High,76.44485503540666,237.77279071153075
75.87945476302646,27.736356760153573,Medium,60.64804385775185,207.94575962772555
63.8792635777333,42.190585974848375,Medium,51.2915265691307,160.28821762621251
24.041677639819287,19.402232046377527,Medium,,86.60807277296497
24.03950683025824,45.29854528232902,Low,,57.23123887370072
15.227525095137953,22.51407554303734,Low,12.226021521115696,61.20058954340218
87.95585311974416,5.487694316613426,Low,70.31447707336008,262.9673136483063
64.1003510568888,45.74218893886687,Medium,51.178157563797974,154.74684825204082
73.7265320016441,9.10790045537601,High,59.05206124604522,226.08437977117092
11.85260448662222,19.36911369156867,,9.506463660674896,56.00039796813192
97.29188669457949,47.75278851728622,,77.77710149258992,236.09678673808074
84.91983767203796,47.77732161219002,High,67.80783969776328,208.12738222651674
29.110519961044854,30.804704965547874,Low,23.375661701663898,85.81369996410811
26.364247048639054,,Low,21.156417756707114,76.22834633417483
26.506405886809045,25.18004848902439,Medium,21.1952071230693,87.2406028049797
37.381801866358394,18.194484726412902,Medium,30.09010519269148,122.57067712964181
57.228078846901404,19.789904541646216,Medium,45.675454600888514,167.83741369882816
48.87505167779042,35.26333052346673,High,38.947488825139864,130.31771143141404
36.21062261782377,38.8568538246956,Medium,28.899307287270894,94.83265186616399
65.06676052501416,40.621056967663186,Low,,162.55475425292414
22.554447458683764,,High,18.067891911879283,60.52197353391082
36.29301836816963,,Medium,29.010291088750076,128.63730332973543
42.97256589643225,27.248913711616165,Medium,34.41325825679723,122.93073784956123
51.046298579533236,7.590144200748993,Medium,40.71188492120754,169.04903613613905
80.66583652537122,29.7287997045681,,64.67704568070431,216.74918682824895
27.970640394252378,24.868872561801965,Medium,22.368297197562647,89.50744351074187
,44.94668822412349,Medium,45.13660914893885,134.17568048196952
63.31731119758382,20.79117556484354,Low,50.68812149270483,182.79762286789483
14.180537144799796,10.268015739242264,Medium,11.390105037755216,73.52152798031132
64.67903667112945,11.434625692377614,High,51.80020606492679,199.49712927819635
25.347171131856236,39.26797842728625,Medium,20.322507761486722,66.42971363667624
15.854643368675156,32.81981284923175,High,12.74798697092688,53.237523153436804
95.39969835279999,9.550520425525562,High,76.45267393525323,280.6179128709704
96.90688297671034,,Medium,77.54515849833842,281.84502027998013
82.7557613304815,36.543610915660395,Medium,66.27550944014406,212.06400128652973
37.41523922560336,8.274335286388709,Low,29.923217811053966,134.80546722200646
18.79049026057455,41.98370266806603,Medium,15.176403930004588,46.43725287673018
71.58097238609412,36.780900222042334,Medium,57.19713867866937,184.78804615927456
49.61372443656412,8.66069512888549,Medium,39.87107359254238,162.70820897767453
20.983441136030095,8.817697133833637,,16.782737113759644,94.43408402828337
54.56592191001432,49.3987810325529,Medium,43.50966001779965,126.25146482194543
13.094966900369656,21.842185809025416,High,10.488783961786803,59.353848220170214
91.83883618709038,21.678896618010093,Low,73.40296378392482,255.29412300625617
33.290198344001524,41.575980526587614,High,26.716223030100092,84.96241808516733
69.62700559185838,47.62618598227364,Medium,55.63634207555646,165.30252940304084
38.053996848046985,49.37004787202919,High,30.398579135116112,90.36210500117605
56.80612190600297,38.902018336652375,Low,45.25594345170783,145.12355908387272
59.203925140895166,21.93168134889121,Medium,47.31790948079123,171.02272249490858
26.636900997297435,8.757532251440095,Medium,21.06713286517505,107.12311847891155
97.26261649881027,,High,77.65170291669965,247.58499224720723
,30.128191238111228,Low,63.885604747614686,215.07706548406426
94.55490474077702,24.08999041611393,High,75.7225038084867,261.15719922394504
90.5344615384884,45.78594732926312,Low,72.47011498696922,220.90510564295957
63.810998092997664,10.00388670377681,High,50.95210086008521,202.6801394012275
92.96868115208052,135.8406484654433,High,74.37017378605023,252.2142323254916
17.964325184672756,5.510914014533858,High,14.371099893829149,92.03981151625057
27.638457617723066,26.08972888973568,Medium,21.9949296252592,88.08776195703133
14.070456001948425,7.5336474056826805,Medium,11.406704631735456,77.43750440745063
39.27972976869379,10.346806232063237,High,31.5115200440126,140.34466813998543
44.98095607205338,10.288681104969719,Low,,150.13797700323553
34.42141285965063,34.21446359522286,Medium,27.539818871619957,94.24275796451296
84.58637582367363,38.57201956694405,Medium,67.68993893973366,215.63948822179034
42.10779940242303,31.251594429372183,Medium,33.482066035096,117.08986982105885
35.28410587186427,48.29776468135439,Medium,28.202566959239356,82.26633430956203
58.84264748424236,21.86917607856668,Medium,47.00591956259411,171.00014274740863
22.683180247728636,17.857043882683733,High,18.046382197193417,87.914176408789
82.19772826786357,44.086960768525714,High,65.73007258500226,205.77464805329296
,15.061812733375369,Low,13.547414997628454,72.3525932583683
98.81982429404655,48.345014274827506,Low,79.11994372136395,238.06392956681276
79.50202923669917,5.546951361041735,Medium,63.54450549038106,243.29914536644227
27.884411338075516,48.64454720184376,,22.364787348596032,63.6806774240049
10.496990541124216,6.9421960377759255,Medium,8.537527976557973,66.8649301247975
83.39152856093507,45.1014401164132,Medium,66.80568621703934,204.89374601516909
73.61716094628554,28.746549908883495,High,58.89969179402045,203.73274662971664
75.61064512368885,49.68341582536851,High,60.42382242118053,183.12546712944498
79.41433120173512,8.320845413092949,Low,63.60128729274946,239.5468611944321
16.664018656068134,29.923442798059437,Medium,13.370563463396682,54.99512019392955
42.261915568984534,48.61861410285945,High,33.8990517771904,98.89064133228815
20.428215357261674,28.539402987656697,High,16.406089465977537,71.32458845992164
87.67930832880342,33.32293871608681,High,70.24840193457467,231.88806452386225
66.09683141448022,36.308691004307775,Medium,52.82394161042812,171.42081631457617
39.78082223673843,25.454347914549796,High,31.956397195954178,123.23503223623538
15.720251525742128,33.24011360378286,High,12.595961181062943,52.96872249921655
,,Low,30.598253250790208,107.8739373142582
39.266498982407235,45.552110472094505,High,31.344280404116834,98.66871723440576
75.66455605042577,7.045087115365604,Medium,60.70524122065714,230.06376735724555
67.38017242196918,17.643343531650366,High,53.92392901592161,201.20625894502376
89.84914683186939,47.76851678344514,High,71.81417566513407,220.3576600644364
52.49934326457544,45.06187027509124,High,41.95108602825492,130.44270611019238
20.763482134447152,25.504553875357082,Low,16.578750976738288,72.8317091121019
74.19203085006956,32.90596690106915,Low,59.39604127469584,196.50075260018056
78.47065437552077,17.48215323415097,Low,62.82880704922017,225.7363481368704
60.51494778125466,13.465452187569259,Medium,48.35458822460987,186.20133416536336
79.38704619591049,129.332141111496,Medium,63.507201497502294,217.0629488934743
54.44160367279517,20.900850261172376,High,43.76750997409732,163.18377920124206
57.045954644379464,31.264525033289242,High,45.80951803251365,157.0526473769805
48.47869165226947,8.498058663424317,Low,38.82658568878298,159.0327021451885
12.287721406968567,48.847766344977494,High,9.833977473391675,27.158191033388757
19.7102284293974,49.37948350158213,High,15.780185876189746,41.91698250587326
12.828626711806082,36.417277130888536,High,10.32425316671791,41.149580598863196
67.27693701374024,29.12433648548542,High,53.71927035447235,185.96632545187916
38.2920382968694,18.92874273288475,,30.607892983753185,126.32301116052089
55.77136220482325,41.62077588681269,Medium,44.450231356470844,140.2992116604222
91.68098265334837,35.812902764924566,Medium,73.38470843493923,237.08744680382117
32.43630062339874,12.31776227052011,Low,26.01376009268927,115.72635939530379
46.93446307320668,45.99172330222291,Low,37.49925181233541,111.9789680065628
77.99960246887439,42.0141759315426,Medium,62.557080651428514,194.86457500482314
30.59183489424602,47.740996098136584,High,24.35089134909658,71.9417007916676
16.92819188459137,37.6573778774762,Medium,13.396116019652116,48.738971834526986
36.077630762239124,32.60368381711054,Medium,28.8845497916473,101.5606312767034
24.5099158528604,23.82093663307785,High,19.712642512549536,86.4245434585074
93.67278871083158,46.972781750930594,Medium,75.10662373781105,228.47751494462966
82.73083416079753,43.97287502751838,Medium,,205.23310922645712
67.00633808593811,7.034840154778523,Medium,,209.25505858781477
88.43145311689459,6.18651385237634,Medium,70.7413116465656,262.357984221429
82.33048692092031,21.940851509512232,High,65.84712680674217,232.89688344263874
26.791305299743225,41.47489988518248,Low,,66.55702649334727
90.330309864098,,Low,72.32948017911974,215.98424699548823
58.540801772408564,11.768760099658769,High,46.67500220222843,185.815856330186
82.66961396476563,31.73588219084608,Low,66.2833452067851,219.82925935433244
90.64821699311439,22.14008854839597,Medium,72.65658272990626,250.07370780144686
38.62031274746775,48.646147901657145,Low,,88.48423739927978
19.90467320749091,42.89535154110689,Low,15.96331891933647,49.98947611403424
,42.724791712001206,Medium,24.460734721648073,75.25641469702398
48.43970097636307,26.09119219077366,High,38.77782815767285,145.39150492615966
83.62132893302439,23.666877605194934,High,66.84203263103497,234.21857885195863
