ad_budget,website_traffic,product_quality,customer_service,platform_type,sales
81.16262258099887,987.4051412887529,4.86919789118595,2.712995456928133,A,25852.860074737877
190.63571821788406,1773.6369509042686,,8.042163363974463,C,38712.17729869971
149.07884894416696,1433.9845297752445,8.581982151248496,3.0217078690818786,A,36482.60762960787
123.74511199743695,1111.3696773064148,7.609162842608979,8.608541042020228,A,33526.75397575004
39.64354168406294,610.2297187005432,8.954072103659694,8.256224701363088,A,21990.95833415444
39.6389588638785,777.0445743321125,9.071059406718616,7.6699575819438115,C,17689.119299959046
21.035886311957896,457.2693898732914,7.958540837005243,2.289283044198097,A,17950.365559720856
174.57346769723767,1679.9291242373295,8.859093298545705,4.425026847562629,A,39810.04158183504
124.21185223120968,1324.6980017582075,7.882300231684986,4.104900559286743,B,26364.17123743586
144.53378978124863,1238.6347655443028,7.7609854023221025,4.881091259772153,C,29255.414802593168
13.911053916202466,370.93465304820825,7.33027964750629,2.7011419741107083,A,16566.243772417576
194.2828719107789,1731.0204804091336,8.269016476903488,9.495662584248503,A,45402.85166693511
168.16410175208014,1411.1577782061267,4.110235737051516,10.0,A,36512.411898023856
50.34443102887247,925.432328095614,9.1660953143925,4.444194485264188,A,26491.76950507482
44.54674376934912,553.675771676096,9.102904694216624,5.175852136594267,A,22935.9774750519
44.84685687215242,674.7327100423855,,5.577620324038685,B,12574.956982804795
67.80602616231216,873.5623878588989,8.780717253953338,6.804754666884938,B,21274.882262790135
109.70372201012519,1109.0081423074575,3.9020890723141166,6.125435421571982,B,22385.215619775277
92.069553542002,952.3746879035018,5.345831979813993,9.355135785715339,A,29197.85743441795
65.33353663762796,934.0764433886536,8.204557794041254,5.975707863246642,C,21083.91065509868
126.2520499972521,1066.2718234589752,,9.937264118586501,A,29727.921340153844
36.50383352388795,683.6855461788285,8.725769168833436,8.811399661960767,C,19851.27961425154
65.50748322169144,874.7266335247307,8.824939245704194,3.6680841148586865,B,19567.01971195601
79.60875022580143,999.5807863289577,6.552274136325853,9.44476171715133,A,27979.84690578848
96.65329700123682,1116.9869188774694,3.044701102017835,7.327327957709522,B,19501.033833508267
159.18343266467258,1240.551828635155,,8.539597667929533,A,36148.47179713773
47.93801861008835,579.5654018672112,7.318488428630196,5.044986347812641,B,13655.263361068977
107.7045432985862,1245.6962067700451,,9.023794563560557,A,36203.197611035735
122.55876808378807,1213.9509058983854,7.422694689116678,8.944453520859604,A,32987.0978101795
18.825578416799566,513.7222969056112,4.818625067449119,8.447403200940968,C,14848.68309367932
125.43352186127329,1376.022607299706,7.438039921697279,8.320243490456491,A,35172.71191691006
42.39958350058539,747.0786653683627,6.779897658010988,4.437433112784326,C,18339.127857641884
22.35980266720311,764.4945767572763,8.458917766058004,2.6473542644100174,A,21466.085087842766
190.28825207813333,1554.6876041989462,3.7488644717887087,5.223841430121292,B,31242.962925535914
193.47008628416629,1811.3752255487532,8.327195317514196,3.3881961198920694,B,35942.933102657946
163.59549614212762,1610.4161298748866,6.788866050732771,7.559608711219694,B,31580.019250227342
67.87661614294043,843.4456909686836,9.740944027012961,4.768797812302284,A,27548.989580880552
28.557701661212935,773.6558732511938,,9.80488160687932,A,22574.824328912327
140.0042750373098,1347.4686266554218,7.4283532519376365,7.127776618762656,A,35498.8524650504
93.62897381052424,1179.1951428617651,9.524196738570122,8.579844509074888,A,31751.39220464812
33.187264620507975,566.7391401431814,3.717568095934755,3.0601973819347874,B,8873.136882414798
104.08361292114134,1154.7860462660901,9.560599410655158,8.89611585818098,C,28050.983938111083
16.533819011891495,717.9469429873537,7.815200056105693,9.382057524107154,C,20306.331277484933
182.77087639496858,1294.1910818015535,,5.896495350551487,B,29199.14600164522
59.16819650400321,683.4340592521247,5.106744968627714,6.8500235020078195,B,15973.551537943247
135.8792340272566,1002.627925818699,7.957204620516971,8.118478407223964,B,25330.288303039793
69.22510445698808,848.4092543800875,3.4714542102814017,3.3987090180833004,A,23415.4045145979
108.81292402378405,1184.5761528263276,,6.020528611707539,C,27265.411278994743
113.87495307522313,1306.5950881652504,5.421181398670697,5.189304222178505,B,23985.01721684595
45.122346549850135,757.0642796745487,7.34640862437234,3.170991937297993,B,17016.80717778094
194.22107927526613,1763.6498014825188,3.32019423668759,4.9402753783322515,A,41147.32381862587
157.27523643861176,1199.4016254265775,,2.5453784750839485,A,35462.708530348915
188.50479889719594,1332.3705012119592,9.814422784241778,2.206495255595896,A,38641.628653560736
180.01719658125327,1483.4288573292988,9.78214498699984,3.081330313238582,C,34470.40861333367
123.60099597410618,1225.8933317303008,8.247562822200473,9.70492089271339,B,28383.111990630452
185.1561046543922,1514.435205827866,3.9106036809144236,6.396236287160136,A,38719.70519788882
26.813575389864706,399.3816126394707,8.307842371503158,9.726577289225759,C,15320.484311364871
47.236743859637585,749.1076864864721,3.1721084152116106,5.459983026641056,A,20975.728839144194
18.59318489300223,445.72617685092996,3.1548648607029808,4.494529064682077,A,16600.500307107533
71.81276284502022,975.3309015072159,5.265271534046789,6.049134902721953,A,28058.47117510854
83.84868504100159,1005.1595572571305,6.42050233283266,5.516093509063281,B,19708.488818512815
61.556316037040226,725.7741638444386,8.392851924654552,2.8453174740939513,C,17533.616539469822
167.46012673886656,1359.3666669833628,7.783067636245536,7.12661051752165,A,37835.5520887814
77.78313207178196,800.7016037681267,6.121318944637238,3.728305460076797,C,19904.042774185866
63.377556840602345,841.0550709505322,4.9153866639716615,6.956703639182637,A,24931.250208052494
113.1122558000672,1236.7344853605182,9.979871501103979,7.201608739185227,C,29548.45177182527
36.77560274520491,583.9786895383617,5.983269115651811,3.216198825029185,B,12779.615010795767
162.41742634326755,1453.7814267501128,6.159709170307728,2.4907970168853453,C,32599.816976918733
24.164622299156456,569.2745084406677,4.145366748341685,8.246092688547519,A,18088.229624614647
197.5085179540983,1491.1521088760594,8.563666841249505,5.678403390154561,C,34918.88957889737
156.7265061663649,1349.15214072046,7.855775580470421,2.4653103640438063,B,28459.3379164858
47.75597949149276,638.4288085128853,4.545387289521322,10.0,A,20866.830849432354
11.049202253484456,494.3326957525026,3.576667319310899,2.462244487970933,C,10957.431694348752
164.9376714064185,1263.41184562464,7.763495114522992,7.560281830868425,A,38341.68101288155
144.30289533104724,1529.4329402707265,7.5815784999679465,9.86943140210731,C,33725.00828148222
148.5113619277876,1321.044116839439,4.912816688987466,3.913440833727405,A,33982.26438439228
156.54136587032968,1277.0104513277029,9.656044935752872,3.1379949494975694,B,27671.842653049935
24.068483829477167,658.0542503502311,4.057405242466301,2.971079515379431,B,11328.316601078443
78.1084884234118,916.1173203658653,6.026343607298213,4.426201180540764,A,25813.51828655076
32.01512130977464,649.5668152597738,9.605311441173193,2.8083664880851735,A,21744.02600144013
173.98965091636276,1530.643084045206,5.938091218482857,7.537290733553055,A,40257.68651974494
128.42664409723602,1297.2474677404748,7.469681633648599,2.4983343850405015,A,33720.105516300486
72.87062472200334,837.128298257755,5.78316078573956,6.075377025198318,A,24346.256009389992
22.076086554344492,552.3202871715331,4.91950641644069,9.973574830823814,B,13546.098500875494
69.08664112597582,846.9703225346697,9.887843535718797,8.51176215604815,A,28610.573856075873
71.78483118508194,618.5860317496805,,6.921755505848087,A,24642.294900980065
148.62517388423217,1135.6155288994507,9.25869442575394,4.450028966292893,B,28818.562311381647
131.1359195574905,1385.2724696595408,4.6096822412376035,6.991166690333108,A,33107.9768059357
178.57042108950205,1679.5334416124153,4.491732928175583,6.216331711293213,C,33809.4681477597
99.72083578077037,1018.5802720474716,3.2179385801915794,5.408667071122972,C,21143.044419839
32.72290672827732,749.1628225722172,7.561667777631195,3.045683013921596,B,14915.521563303904
145.51650957236905,1337.6908211932541,5.5796844060663275,9.092833721923734,B,29091.949480331303
154.54915923721052,1719.4860728192862,9.05050774887746,5.59827719057058,C,36659.8818306245
116.64266753820428,1275.8836608322727,6.3124693468409,3.5569800945661205,A,31904.77433876275
156.4837641913666,1345.3105920748244,9.777353995403052,4.942074807018317,A,36893.58368878242
103.82116330923424,956.3515453287373,4.298678609921848,5.313038020231416,A,27687.79395512052
109.31923758257886,908.482248273275,9.080362175689276,8.620303164534995,B,22935.105873262593
91.23279348812443,1026.1960004887512,8.436177969542193,7.868915044491216,A,32404.229833988215
14.829634081378085,490.800898013463,8.396452912508364,8.154439149130718,B,11834.684198892654
30.499371128727844,497.0760960562822,8.913482596818213,2.0882501154291777,C,15068.680140220076
15.971545280479507,510.2547529335341,8.327167936600993,5.329231985438092,C,16846.800029325674
130.9179781401183,1090.2631193369234,7.383542251419907,5.850753213082589,B,25211.50681597106
69.72763640450208,1085.958996433469,3.918714143776713,2.1535382145844535,A,25458.627649867016
